id,stock_id,res,ct,yr
11,Sardinops sagax,Medium,9,2006
11,Sardinops sagax,Medium,4,2005
11,Sardinops sagax,Medium,543,2004
11,Sardinops sagax,Medium,632,2003
11,Sardinops sagax,Medium,1924,2002
11,Sardinops sagax,Medium,42097,2001
11,Sardinops sagax,Medium,51440,2000
11,Sardinops sagax,Medium,8821,1999
11,Sardinops sagax,Medium,1012,1998
11,Sardinops sagax,Medium,56096,1997
11,Sardinops sagax,Medium,356477,1996
11,Sardinops sagax,Medium,34609,1995
11,Sardinops sagax,Medium,212,1994
11,Sardinops sagax,Medium,0,1993
11,Sardinops sagax,Medium,212,1992
11,Sardinops sagax,Medium,3377,1991
11,Sardinops sagax,Medium,16895,1990
11,Sardinops sagax,Medium,260872,1989
11,Sardinops sagax,Medium,382337,1988
11,Sardinops sagax,Medium,210097,1987
11,Sardinops sagax,Medium,590258,1986
11,Sardinops sagax,Medium,1215587,1985
11,Sardinops sagax,Medium,648784,1984
11,Sardinops sagax,Medium,104163,1983
11,Sardinops sagax,Medium,314102,1982
11,Sardinops sagax,Medium,255102,1981
12,Sardinops sagax2,Medium,0,2014
12,Sardinops sagax2,Medium,0,2013
12,Sardinops sagax2,Medium,0,2012
12,Sardinops sagax2,Medium,0,2011
12,Sardinops sagax2,Medium,0,2010
12,Sardinops sagax2,Medium,0,2009
12,Sardinops sagax2,Medium,0,2008
12,Sardinops sagax2,Medium,0,2007
12,Sardinops sagax2,Medium,9,2006
12,Sardinops sagax2,Medium,4,2005
12,Sardinops sagax2,Medium,543,2004
12,Sardinops sagax2,Medium,632,2003
12,Sardinops sagax2,Medium,1924,2002
12,Sardinops sagax2,Medium,42097,2001
12,Sardinops sagax2,Medium,51440,2000
12,Sardinops sagax2,Medium,8821,1999
12,Sardinops sagax2,Medium,1012,1998
12,Sardinops sagax2,Medium,56096,1997
12,Sardinops sagax2,Medium,356477,1996
12,Sardinops sagax2,Medium,34609,1995
12,Sardinops sagax2,Medium,212,1994
12,Sardinops sagax2,Medium,0,1993
12,Sardinops sagax2,Medium,212,1992
12,Sardinops sagax2,Medium,3377,1991
12,Sardinops sagax2,Medium,16895,1990
12,Sardinops sagax2,Medium,260872,1989
12,Sardinops sagax2,Medium,382337,1988
12,Sardinops sagax2,Medium,210097,1987
12,Sardinops sagax2,Medium,590258,1986
12,Sardinops sagax2,Medium,1215587,1985
12,Sardinops sagax2,Medium,648784,1984
12,Sardinops sagax2,Medium,104163,1983
12,Sardinops sagax2,Medium,314102,1982
12,Sardinops sagax2,Medium,255102,1981
21,Etrumeus teres,Medium,2650,2013
21,Etrumeus teres,Medium,1653,2012
21,Etrumeus teres,Medium,1760,2011
21,Etrumeus teres,Medium,1902.7,2010
21,Etrumeus teres,Medium,1154,2009
21,Etrumeus teres,Medium,2632.42,2008
21,Etrumeus teres,Medium,520,2007
21,Etrumeus teres,Medium,432,2006
21,Etrumeus teres,Medium,4629,2005
21,Etrumeus teres,Medium,4901,2004
21,Etrumeus teres,Medium,1068,2003
21,Etrumeus teres,Medium,613,2002
21,Etrumeus teres,Medium,28,2001
21,Etrumeus teres,Medium,4415,2000
21,Etrumeus teres,Medium,3636,1999
21,Etrumeus teres,Medium,8873,1998
21,Etrumeus teres,Medium,1095,1997
21,Etrumeus teres,Medium,34349,1996
21,Etrumeus teres,Medium,46253,1995
21,Etrumeus teres,Medium,30748,1994
21,Etrumeus teres,Medium,57663,1993
21,Etrumeus teres,Medium,9688,1992
21,Etrumeus teres,Medium,17180,1991
21,Etrumeus teres,Medium,5471,1990
21,Etrumeus teres,Medium,838,1989
21,Etrumeus teres,Medium,9215,1988
21,Etrumeus teres,Medium,14373,1987
21,Etrumeus teres,Medium,29209,1986
21,Etrumeus teres,Medium,40739,1985
21,Etrumeus teres,Medium,52025,1984
21,Etrumeus teres,Medium,79339,1983
21,Etrumeus teres,Medium,25547,1982
21,Etrumeus teres,Medium,266177,1981
31,Cetengraulis mysticetus,High,6535,2013
31,Cetengraulis mysticetus,High,2758,2012
31,Cetengraulis mysticetus,High,13012,2011
31,Cetengraulis mysticetus,High,741.29,2010
31,Cetengraulis mysticetus,High,7586,2009
31,Cetengraulis mysticetus,High,26928.03,2008
31,Cetengraulis mysticetus,High,1079,2007
31,Cetengraulis mysticetus,High,12332,2006
31,Cetengraulis mysticetus,High,9672,2005
31,Cetengraulis mysticetus,High,5061,2004
31,Cetengraulis mysticetus,High,19492,2003
31,Cetengraulis mysticetus,High,18288,2002
31,Cetengraulis mysticetus,High,73289,2001
31,Cetengraulis mysticetus,High,13333,2000
31,Cetengraulis mysticetus,High,27221,1999
31,Cetengraulis mysticetus,High,44474,1998
31,Cetengraulis mysticetus,High,89723,1997
31,Cetengraulis mysticetus,High,26354,1996
31,Cetengraulis mysticetus,High,47660,1995
31,Cetengraulis mysticetus,High,27164,1994
31,Cetengraulis mysticetus,High,101683,1993
31,Cetengraulis mysticetus,High,99672,1992
31,Cetengraulis mysticetus,High,59637,1991
31,Cetengraulis mysticetus,High,30996,1990
31,Cetengraulis mysticetus,High,63433,1989
31,Cetengraulis mysticetus,High,84346,1988
31,Cetengraulis mysticetus,High,126420,1987
31,Cetengraulis mysticetus,High,74246,1986
31,Cetengraulis mysticetus,High,5788,1985
31,Cetengraulis mysticetus,High,54029,1984
31,Cetengraulis mysticetus,High,40384,1983
31,Cetengraulis mysticetus,High,2832,1982
31,Cetengraulis mysticetus,High,2832,1981
41,Engraulis ringens,Medium,2,2013
41,Engraulis ringens,Medium,12109,2012
41,Engraulis ringens,Medium,2977,2011
41,Engraulis ringens,Medium,13348,2010
41,Engraulis ringens,Medium,20152,2009
41,Engraulis ringens,Medium,44565.89,2008
41,Engraulis ringens,Medium,59309,2007
41,Engraulis ringens,Medium,76606,2006
41,Engraulis ringens,Medium,39908,2005
41,Engraulis ringens,Medium,11273,2004
41,Engraulis ringens,Medium,33382,2003
41,Engraulis ringens,Medium,71013,2002
41,Engraulis ringens,Medium,2065,2001
51,Scomber japonicus,Low,88793,2013
51,Scomber japonicus,Low,51838,2012
51,Scomber japonicus,Low,31799,2011
51,Scomber japonicus,Low,52751.24,2010
51,Scomber japonicus,Low,36679,2009
51,Scomber japonicus,Low,21758.3,2008
51,Scomber japonicus,Low,43171,2007
51,Scomber japonicus,Low,37664,2006
51,Scomber japonicus,Low,115406,2005
51,Scomber japonicus,Low,51806,2004
51,Scomber japonicus,Low,33272,2003
51,Scomber japonicus,Low,17074,2002
51,Scomber japonicus,Low,85248,2001
51,Scomber japonicus,Low,83923,2000
51,Scomber japonicus,Low,28307,1999
51,Scomber japonicus,Low,44716,1998
51,Scomber japonicus,Low,192181,1997
51,Scomber japonicus,Low,79484,1996
51,Scomber japonicus,Low,63577,1995
51,Scomber japonicus,Low,38991,1994
51,Scomber japonicus,Low,50980,1993
51,Scomber japonicus,Low,25651,1992
51,Scomber japonicus,Low,55023,1991
51,Scomber japonicus,Low,78639,1990
51,Scomber japonicus,Low,141333,1989
51,Scomber japonicus,Low,255548,1988
51,Scomber japonicus,Low,149302,1987
51,Scomber japonicus,Low,274852,1986
51,Scomber japonicus,Low,397863,1985
51,Scomber japonicus,Low,396913,1984
51,Scomber japonicus,Low,252667,1983
51,Scomber japonicus,Low,589375,1982
51,Scomber japonicus,Low,448088,1981
61,Trachurus murphyi,Low,3563,2013
61,Trachurus murphyi,Low,77,2012
61,Trachurus murphyi,Low,69373,2011
61,Trachurus murphyi,Low,4612.79,2010
61,Trachurus murphyi,Low,1934,2009
61,Trachurus murphyi,Low,1477.5,2008
61,Trachurus murphyi,Low,927,2007
61,Trachurus murphyi,Low,1145.74,2006
61,Trachurus murphyi,Low,979.86,2005
61,Trachurus murphyi,Low,813.98,2004
61,Trachurus murphyi,Low,648.1,2003
61,Trachurus murphyi,Low,604,2002
61,Trachurus murphyi,Low,133969,2001
61,Trachurus murphyi,Low,7122,2000
61,Trachurus murphyi,Low,19072,1999
61,Trachurus murphyi,Low,25900,1998
61,Trachurus murphyi,Low,30302,1997
61,Trachurus murphyi,Low,56782,1996
61,Trachurus murphyi,Low,174393,1995
61,Trachurus murphyi,Low,36575,1994
61,Trachurus murphyi,Low,2673,1993
61,Trachurus murphyi,Low,15022,1992
61,Trachurus murphyi,Low,45313,1991
61,Trachurus murphyi,Low,4144,1990
71,Chloroscombrus orqueta,High,525.79,2013
71,Chloroscombrus orqueta,High,221.43,2012
71,Chloroscombrus orqueta,High,356.26,2011
71,Chloroscombrus orqueta,High,584.51,2010
71,Chloroscombrus orqueta,High,10409.73,2009
71,Chloroscombrus orqueta,High,7692.74,2008
71,Chloroscombrus orqueta,High,793132.25,2007
71,Chloroscombrus orqueta,High,7025.73,2006
71,Chloroscombrus orqueta,High,4909.41,2005
71,Chloroscombrus orqueta,High,10380.1,2004
81,Decapterus macrosoma,High,16113.3,2013
81,Decapterus macrosoma,High,6997.42,2012
81,Decapterus macrosoma,High,6841.52,2011
81,Decapterus macrosoma,High,21097.39,2010
81,Decapterus macrosoma,High,41167.81,2009
81,Decapterus macrosoma,High,37800.06,2008
81,Decapterus macrosoma,High,798959.67,2007
81,Decapterus macrosoma,High,5239.38,2006
81,Decapterus macrosoma,High,644.83,2005
81,Decapterus macrosoma,High,1121.71,2004
91,Fistularia corneta,Medium,4752.42,2013
91,Fistularia corneta,Medium,2851.04,2012
91,Fistularia corneta,Medium,4464.05,2011
91,Fistularia corneta,Medium,6443.37,2010
91,Fistularia corneta,Medium,5191.26,2009
91,Fistularia corneta,Medium,2717.62,2008
91,Fistularia corneta,Medium,31505.41,2007
91,Fistularia corneta,Medium,12399.61,2006
91,Fistularia corneta,Medium,1434.27,2005
91,Fistularia corneta,Medium,4534.5,2004
101,Peprilus medius,High,1039.66,2013
101,Peprilus medius,High,183.4,2012
101,Peprilus medius,High,1285.14,2011
101,Peprilus medius,High,2774,2010
101,Peprilus medius,High,10253.49,2009
101,Peprilus medius,High,4335.03,2008
101,Peprilus medius,High,1290984.22,2007
101,Peprilus medius,High,3264.92,2006
101,Peprilus medius,High,1663.33,2005
101,Peprilus medius,High,3112.84,2004
111,Protrachypene precipua,High,3019,2014
111,Protrachypene precipua,High,2074,2013
111,Protrachypene precipua,High,5568.9,2012
111,Protrachypene precipua,High,4187.7,2011
111,Protrachypene precipua,High,7155,2010
111,Protrachypene precipua,High,7011.94,2009
111,Protrachypene precipua,High,5704,2008
111,Protrachypene precipua,High,5900,2007
111,Protrachypene precipua,High,6395.71,2006
111,Protrachypene precipua,High,11154.73,2005
121,Coryphaena hippurus,Medium,12106,2013
121,Coryphaena hippurus,Medium,19933,2012
121,Coryphaena hippurus,Medium,34665,2011
121,Coryphaena hippurus,Medium,58605,2010
121,Coryphaena hippurus,Medium,70386,2009
121,Coryphaena hippurus,Medium,22236,2008
121,Coryphaena hippurus,Medium,15996,2007
121,Coryphaena hippurus,Medium,17532,2006
121,Coryphaena hippurus,Medium,13384,2005
121,Coryphaena hippurus,Medium,9441,2004
121,Coryphaena hippurus,Medium,6172,2003
121,Coryphaena hippurus,Medium,14533,2002
121,Coryphaena hippurus,Medium,19794,2001
121,Coryphaena hippurus,Medium,5391,2000
121,Coryphaena hippurus,Medium,8012,1999
121,Coryphaena hippurus,Medium,12121,1998
121,Coryphaena hippurus,Medium,10542,1997
121,Coryphaena hippurus,Medium,774,1996
121,Coryphaena hippurus,Medium,2631,1995
121,Coryphaena hippurus,Medium,4192,1994
121,Coryphaena hippurus,Medium,1007,1993
121,Coryphaena hippurus,Medium,814,1992
121,Coryphaena hippurus,Medium,677,1991
121,Coryphaena hippurus,Medium,1554,1990
121,Coryphaena hippurus,Medium,1890,1989
121,Coryphaena hippurus,Medium,1629,1988
121,Coryphaena hippurus,Medium,4543,1987
121,Coryphaena hippurus,Medium,2460,1986
121,Coryphaena hippurus,Medium,201,1985
121,Coryphaena hippurus,Medium,305,1984
121,Coryphaena hippurus,Medium,3462,1983
121,Coryphaena hippurus,Medium,1254,1982
121,Coryphaena hippurus,Medium,1038,1981
121,Coryphaena hippurus,Medium,1125,1980
121,Coryphaena hippurus,Medium,1051,1979
121,Coryphaena hippurus,Medium,825,1978
121,Coryphaena hippurus,Medium,994,1977
121,Coryphaena hippurus,Medium,1096,1976
121,Coryphaena hippurus,Medium,451,1975
121,Coryphaena hippurus,Medium,188,1974
121,Coryphaena hippurus,Medium,39,1973
121,Coryphaena hippurus,Medium,8,1972
121,Coryphaena hippurus,Medium,31,1971
131,Xiphias glaudius,Low,21532,2013
131,Xiphias glaudius,Low,28198,2012
131,Xiphias glaudius,Low,25617,2011
131,Xiphias glaudius,Low,22890,2010
131,Xiphias glaudius,Low,19361,2009
131,Xiphias glaudius,Low,15300,2008
131,Xiphias glaudius,Low,14029,2007
131,Xiphias glaudius,Low,12972,2006
131,Xiphias glaudius,Low,13293,2005
131,Xiphias glaudius,Low,15683,2004
131,Xiphias glaudius,Low,18517,2003
131,Xiphias glaudius,Low,19717,2002
131,Xiphias glaudius,Low,17973,2001
131,Xiphias glaudius,Low,11315,2000
131,Xiphias glaudius,Low,9536,1999
131,Xiphias glaudius,Low,13049,1998
131,Xiphias glaudius,Low,12363,1997
131,Xiphias glaudius,Low,9557,1996
131,Xiphias glaudius,Low,7472,1995
131,Xiphias glaudius,Low,8812,1994
131,Xiphias glaudius,Low,10604,1993
131,Xiphias glaudius,Low,14087,1992
131,Xiphias glaudius,Low,14978,1991
131,Xiphias glaudius,Low,10873,1990
131,Xiphias glaudius,Low,11274,1989
131,Xiphias glaudius,Low,10558,1988
131,Xiphias glaudius,Low,8416,1987
131,Xiphias glaudius,Low,6580,1986
131,Xiphias glaudius,Low,5653,1985
131,Xiphias glaudius,Low,6088,1984
131,Xiphias glaudius,Low,5679,1983
131,Xiphias glaudius,Low,4155,1982
131,Xiphias glaudius,Low,4204,1981
131,Xiphias glaudius,Low,4853,1980
131,Xiphias glaudius,Low,3272,1979
131,Xiphias glaudius,Low,6308,1978
131,Xiphias glaudius,Low,5086,1977
131,Xiphias glaudius,Low,3852,1976
131,Xiphias glaudius,Low,3185,1975
131,Xiphias glaudius,Low,3292,1974
131,Xiphias glaudius,Low,6564,1973
131,Xiphias glaudius,Low,3170,1972
131,Xiphias glaudius,Low,2425,1971
131,Xiphias glaudius,Low,7411,1970
131,Xiphias glaudius,Low,8525,1969
131,Xiphias glaudius,Low,3409,1968
131,Xiphias glaudius,Low,3304,1967
131,Xiphias glaudius,Low,2744,1966
131,Xiphias glaudius,Low,2348,1965
131,Xiphias glaudius,Low,4349,1964
131,Xiphias glaudius,Low,2244,1963
131,Xiphias glaudius,Low,1694,1962
131,Xiphias glaudius,Low,1505,1961
131,Xiphias glaudius,Low,1207,1960
131,Xiphias glaudius,Low,1321,1959
131,Xiphias glaudius,Low,1199,1958
131,Xiphias glaudius,Low,1324,1957
131,Xiphias glaudius,Low,1180,1956
131,Xiphias glaudius,Low,740,1955
131,Xiphias glaudius,Low,1066,1954
131,Xiphias glaudius,Low,510,1953
131,Xiphias glaudius,Low,745,1952
131,Xiphias glaudius,Low,870,1951
131,Xiphias glaudius,Low,786,1950
131,Xiphias glaudius,Low,690,1949
131,Xiphias glaudius,Low,1209,1948
131,Xiphias glaudius,Low,1701,1947
131,Xiphias glaudius,Low,2166,1946
131,Xiphias glaudius,Low,1455,1945
